GENE	r2	GENEID	POP	HSQ	HSQSE	HSQP	VG	VGSE
TRAPPC4	0.28018610611311207	ENSG00000196655.5	EUR	0.281755	0.04997	0	0.255681	0.059048
TRAPPC6B	0.0033978788266046133	ENSG00000182400.10	EUR	-0.004279	0.0080510000000000009	0.3702	-0.004149	0.007813
TRAPPC9	0.03281316615387644	ENSG00000167632.10	EUR	0.090256	0.042796	0.0254	0.091455	0.044959
TRDMT1	0.03342992413861794	ENSG00000107614.16	EUR	0.03518	0.023308	0.09853	0.035133	0.02351
TREM1	0.013792502336560248	ENSG00000124731.7	EUR	0.022358	0.016915	0.1302	0.022487	0.017105
TRIAP1	0.002080341242180756	ENSG00000170855.3	EUR	0.018024	0.015098	0.1396	0.017871	0.015066
TRIB3	0.006797509866406078	ENSG00000101255.6	EUR	0.064262	0.042072	0.1136	0.062612	0.041743
TRIM13	0.0010505417334535903	ENSG00000204977.5	EUR	0.013097	0.019232	0.285	0.013285	0.019567
TRIM14	0.012376045344610448	ENSG00000106785.9	EUR	-0.017963	0.013585	0.2241	-0.018462	0.014047
TRIM16	0.021886990836215765	ENSG00000221926.5	EUR	0.013723	0.023312	0.3189	0.013148	0.022399
TRIM2	0.007357253954287687	ENSG00000109654.10	EUR	-0.028363	0.017903	0.1914	-0.02912	0.018676
TRIM21	0.005886747421618726	ENSG00000132109.8	EUR	0.034945	0.026079	0.1227	0.035105	0.026501
TRIM23	0.04545396690457882	ENSG00000113595.10	EUR	0.034094	0.017605	0.01072	0.033184	0.017442
TRIM25	0.0034162580132842076	ENSG00000121060.10	EUR	-0.004006	0.021514	0.4485	-0.003973	0.021339
TRIM26	2.131094371458073e-4	ENSG00000234127.3	EUR	0.009851	0.015552	0.2898	0.009736	0.015407
TRIM27	5.536253236298136e-4	ENSG00000204713.6	EUR	0.008045	0.010305	0.2272	0.008224	0.010562
TRIM32	8.876016838452138e-4	ENSG00000119401.9	EUR	-0.008296	0.01164	0.3331	-0.007161	0.010062
TRIM35	0.018673957028352537	ENSG00000104228.7	EUR	-0.011153	0.012754	0.3001	-0.011284	0.012941
TRIM37	0.07466747816048497	ENSG00000108395.8	EUR	0.115299	0.044188	6.461e-8	0.11409	0.04807
TRIM38	0.09676098558963514	ENSG00000112343.7	EUR	0.357085	0.058562	0	0.355582	0.083698
TRIM4	0.3237419751859241	ENSG00000146833.10	EUR	0.349376	0.055724	0	0.29396	0.068739
TRIM47	0.33357653969620077	ENSG00000132481.1	EUR	0.347641	0.053939	0	0.343207	0.074141
TRIM5	0.042182008289183975	ENSG00000132256.14	EUR	0.036378	0.028201	0.1205	0.034109	0.026672
TRIM56	0.009170616597129116	ENSG00000169871.8	EUR	0.045831	0.026308	0.04335	0.045143	0.026423
TRIM68	4.7080781767311434e-4	ENSG00000167333.7	EUR	0.003485	0.018699	0.4449	0.003462	0.018575
TRIM69	0.0011942398567497533	ENSG00000185880.8	EUR	0.041415	0.025385	0.03109	0.041777	0.026169
TRIM8	0.02598485643171283	ENSG00000171206.7	EUR	0.023989	0.019712	0.09161	0.023981	0.01994
TRIM9	0.11874940997271262	ENSG00000100505.9	EUR	0.096026	0.02774	1.767e-5	0.096269	0.029335
TRIP13	7.818215065072902e-4	NA	NA	NA	NA	NA	NA	NA
TRIP4	0.03839920049371704	ENSG00000103671.5	EUR	0.029938	0.015943	0.005231	0.030578	0.016575
TRIP6	0.037649836872572846	ENSG00000087077.7	EUR	0.041551	0.021777	0.01963	0.041896	0.022417
TRIT1	0.3933323932265525	ENSG00000043514.9	EUR	0.452133	0.048104	0	0.477632	0.08338
TRMT11	0.01019911750907394	ENSG00000066651.12	EUR	-0.007801	0.004564	0.2208	-0.007774	0.004582
TRMT112	0.2792780050540237	ENSG00000173113.2	EUR	0.28395	0.05834	1.465e-12	0.288495	0.077643
TRMT12	0.12885056124120084	ENSG00000183665.4	EUR	0.202954	0.041515	1.226e-10	0.198116	0.047064
TRMT2A	0.014537165624242376	ENSG00000099899.9	EUR	0.022781	0.032575	0.2903	0.021913	0.031464
TRMT6	7.443402340999921e-6	ENSG00000089195.10	EUR	-0.066089	1.17e-4	0.01107	-0.068055	0.003638
TRMT61B	0.21042099324727762	ENSG00000171103.6	EUR	0.160794	0.033697	7.146e-13	0.148335	0.034852
TRMU	4.184034389858354e-4	ENSG00000100416.8	EUR	0.002132	0.019766	0.4684	0.002164	0.020066
TRNT1	0.012414290712890887	ENSG00000072756.12	EUR	0.185346	0.047221	1.312e-4	0.185698	0.051859
TROVE2	0.009565078052790905	ENSG00000116747.8	EUR	-0.006279	0.006193	0.3016	-0.005752	0.005688
TRPM2	0.005338064538522015	ENSG00000142185.11	EUR	0.007712	0.018381	0.3727	0.007537	0.017976
TRPM7	0.025673629977666427	ENSG00000092439.8	EUR	0.037867	0.02014	0.01311	0.037974	0.0206
TRPT1	0.024100303810773292	ENSG00000149743.9	EUR	0.040117	0.02201	0.01973	0.040083	0.022472
TRPV3	0.04203423585094128	ENSG00000167723.9	EUR	0.02558	0.030882	0.247	0.024997	0.030329
TRUB1	0.009363379626733162	ENSG00000165832.4	EUR	0.076036	0.031091	3.214e-4	0.074485	0.031989
TRUB2	8.507850083821027e-4	ENSG00000167112.7	EUR	0.057524	0.035255	0.05036	0.057704	0.036388
TSEN15	0.05177927881190854	ENSG00000198860.7	EUR	0.12775	0.042417	9.253e-5	0.132285	0.047833
TSEN2	0.10080443899480127	ENSG00000154743.12	EUR	0.219415	0.053203	1.196e-7	0.227991	0.066075
TSEN34	0.0052309491831393036	ENSG00000170892.6	EUR	-0.019658	0.014932	0.2239	-0.02014	0.015368
TSEN54	0.07994149467354612	ENSG00000182173.7	EUR	0.216958	0.052448	2.811e-8	0.215529	0.062284
TSFM	0.07182669530698063	ENSG00000123297.11	EUR	0.048913	0.021725	9.794e-4	0.046704	0.021391
TSG101	0.13405262662572456	ENSG00000074319.6	EUR	0.125916	0.036072	1.93e-6	0.121745	0.037771
TSGA10	0.12547078344960302	ENSG00000135951.10	EUR	0.093772	0.031808	4.167e-10	0.083029	0.030301
TSHZ1	0.1460698734356761	ENSG00000179981.8	EUR	0.190141	0.04352	9.783e-7	0.185252	0.048253
TSNARE1	0.11002467886002842	ENSG00000171045.10	EUR	0.205959	0.045983	2.166e-9	0.198223	0.051443
TSPAN3	0.08386680640986391	ENSG00000140391.9	EUR	0.059779	0.024609	1.286e-5	0.055935	0.024135
TSPAN31	0.00432245360872163	ENSG00000135452.5	EUR	0.001681	0.007369	0.4306	0.001685	0.007388
TSPAN32	0.12003100125375274	ENSG00000064201.10	EUR	0.325174	0.046557	3.791e-14	0.307211	0.05668
TSPAN33	0.0012324894472971286	ENSG00000158457.4	EUR	-0.015374	0.007253	0.2034	-0.015079	0.007209
TSPAN4	0.023429554528436952	ENSG00000214063.6	EUR	0.043166	0.024082	0.03146	0.042662	0.024231
TSPO	0.10430787164946448	ENSG00000100300.12	EUR	0.151828	0.041777	7.497e-5	0.151948	0.046006
TSPYL4	3.85388099188283e-5	ENSG00000187189.9	EUR	0.018827	0.020905	0.2184	0.018484	0.020653
TSSC1	0.009743107876259814	ENSG00000032389.8	EUR	0.022145	0.023931	0.2287	0.021124	0.022915
TSSK6	0.021307291358899742	ENSG00000178093.8	EUR	0.032328	0.020363	0.02833	0.032812	0.020982
TST	0.021298778891559227	ENSG00000128311.8	EUR	0.001817	0.01836	0.4711	0.001806	0.01825
TSTA3	0.011779946064476937	ENSG00000104522.11	EUR	0.004958	0.026319	0.444	0.004917	0.026112
TTBK2	0.007868120152477712	ENSG00000128881.11	EUR	-0.008139	0.003152	0.1554	-0.008286	0.003257
TTC12	0.10853567148103219	ENSG00000149292.11	EUR	0.173797	0.048153	1.28e-5	0.177409	0.055569
TTC13	0.04013724133986318	ENSG00000143643.8	EUR	0.089137	0.034125	0.002857	0.091355	0.036533
TTC18	2.803440627867374e-5	ENSG00000156042.11	EUR	-0.00424	0.001361	0.2051	-0.004301	0.001409
TTC19	0.20464092503747036	ENSG00000011295.7	EUR	0.103099	0.030623	0	0.088294	0.028425
TTC21B	0.0018240225416793657	ENSG00000123607.10	EUR	0.022882	0.02033	0.1652	0.02246	0.02011
TTC23	0.01709972694271929	ENSG00000103852.8	EUR	0.058246	0.033646	0.05329	0.058676	0.034618
TTC26	1.9455217531513967e-4	ENSG00000105948.9	EUR	0.01644	0.016614	0.1934	0.016247	0.016477
TTC27	0.04805216976989731	ENSG00000018699.7	EUR	0.085397	0.037676	0.01257	0.085309	0.03944
TTC30A	0.0642369107959369	ENSG00000197557.4	EUR	0.073741	0.030895	9.102e-5	0.072522	0.031953
TTC33	0.07419594312754517	ENSG00000113638.8	EUR	0.049657	0.019891	9.693e-4	0.049331	0.020332
TTC37	0.03441165939070246	ENSG00000198677.6	EUR	0.042675	0.024987	0.04806	0.040468	0.024105
TTC38	0.1363992797535196	ENSG00000075234.12	EUR	0.17799	0.035029	2.647e-10	0.168758	0.037506
TTC39B	0.20328420383242785	ENSG00000155158.13	EUR	0.279683	0.046029	6.622e-11	0.285003	0.058699
TTC39C	0.016344131031496487	ENSG00000168234.6	EUR	0.02379	0.021136	0.1465	0.024097	0.021545
TTC5	0.003869859762579708	ENSG00000136319.6	EUR	0.087766	0.048367	0.06676	0.084562	0.047934
TTC8	0.00439827657768306	ENSG00000165533.13	EUR	0.023033	0.021916	0.1794	0.022211	0.021276
TTC9C	0.03863496398024603	ENSG00000162222.8	EUR	0.063866	0.027866	0.005867	0.059208	0.026746
TTF2	0.021747534403927977	ENSG00000116830.5	EUR	0.044098	0.02446	0.04722	0.04534	0.025578
TTK	2.805053269552477e-4	ENSG00000112742.5	EUR	-0.006219	0.009776	0.3486	-0.006254	0.009844
TTLL1	0.0012484576712207336	ENSG00000100271.11	EUR	-0.019225	0.002352	0.1433	-0.017891	0.002438
TTLL11	0.017772282545022694	ENSG00000175764.10	EUR	0.118291	0.045398	0.005829	0.120082	0.048935
TTLL12	0.10965549010479417	ENSG00000100304.10	EUR	0.190928	0.048475	8.0329999999999992e-06	0.18236	0.052706
TTLL4	0.011971734561694805	ENSG00000135912.6	EUR	0.004449	0.006296	0.2669	0.004502	0.006379
TTLL5	0.014178961600735332	ENSG00000119685.12	EUR	0.008532	0.015867	0.3361	0.007781	0.014484
TTYH2	0.006290620142325009	ENSG00000141540.5	EUR	-0.051276	0.007883	0.03426	-0.052718	0.00886
TUBA1B	0.005404897567836145	ENSG00000123416.9	EUR	0.020635	0.019242	0.1457	0.020084	0.018865
TUBA1C	0.0016698109091892773	ENSG00000167553.9	EUR	-0.014568	1.87e-4	0.03082	-0.013529	7.51e-4
TUBB	0.0018440786872969313	ENSG00000196230.7	EUR	0.034899	0.021602	0.05518	0.032674	0.02053
TUBB2A	0.14191660965415587	ENSG00000137267.4	EUR	0.113592	0.039305	0.00315	0.114113	0.04158
TUBB2B	0.11062904305168364	ENSG00000137285.8	EUR	0.101832	0.037341	0.006438	0.102275	0.039189
TUBB6	0.4024016988643718	ENSG00000176014.6	EUR	0.319149	0.044871	0	0.235744	0.044419
TUBD1	0.0030609343663359698	ENSG00000108423.9	EUR	-2.69e-4	0.008551	0.4904	-2.68e-4	0.008525
TUBE1	7.254740313478684e-8	ENSG00000074935.7	EUR	0.052162	0.027042	0.0161	0.051883	0.02754
TUBGCP2	0.0177555157186146	ENSG00000130640.8	EUR	0.00647	0.014518	0.364	0.006393	0.014355
TUBGCP3	0.006502619484181927	ENSG00000126216.8	EUR	0.019466	0.026064	0.2793	0.019182	0.02576
TUBGCP4	0.02987142550032416	ENSG00000137822.8	EUR	0.060416	0.034847	2.21e-4	0.058663	0.035471
TUBGCP6	3.8877546586505956e-5	ENSG00000128159.7	EUR	-0.020199	0.005872	0.105	-0.019693	0.005887
TUFM	4.507705621844424e-5	ENSG00000178952.4	EUR	-0.006459	0.003413	0.2584	-0.0063	0.003361
TULP2	0.21917307887996984	ENSG00000104804.3	EUR	0.317726	0.050881	3.02e-14	0.32132	0.06719
TULP3	0.008080448990842025	ENSG00000078246.10	EUR	0.025137	0.02638	0.2234	0.023151	0.024403
TULP4	0.025163591942116183	ENSG00000130338.8	EUR	0.045199	0.024013	0.02679	0.042804	0.023187
TWSG1	6.07118486933935e-4	ENSG00000128791.6	EUR	0.132341	0.057864	0.02029	0.128056	0.059574
TXK	0.032336202147091826	ENSG00000074966.6	EUR	0.023684	0.01573	0.06207	0.023523	0.015786
TXNDC17	0.0017524372685026708	ENSG00000129235.6	EUR	-0.004658	0.020596	0.4377	-0.004664	0.020628
TXNL4A	0.22165076334900796	ENSG00000141759.9	EUR	0.122124	0.029767	1.61e-15	0.106863	0.028655
TXNRD2	0.01074532889493288	ENSG00000184470.13	EUR	0.039711	0.03105	0.1192	0.039892	0.031535
TYK2	0.008922159062856224	ENSG00000105397.7	EUR	0.024878	0.028142	0.21	0.024499	0.027875
TYMP	0.02591436039804529	ENSG00000025708.8	EUR	0.024629	0.017933	0.1147	0.024341	0.017861
TYMS	0.009930754589810737	ENSG00000176890.10	EUR	0.003793	0.020657	0.4464	0.003715	0.020234
TYW1	0.005910540295169197	ENSG00000198874.7	EUR	0.026131	0.018705	0.0779	0.026656	0.019286
TYW3	0.004931241514652699	ENSG00000162623.9	EUR	0.004437	0.01153	0.3843	0.004305	0.011191
UACA	0.01982918655063954	ENSG00000137831.9	EUR	0.047045	0.029993	0.06071	0.045017	0.029271
UAP1L1	0.04185594811110321	ENSG00000197355.6	EUR	0.068665	0.03462	0.02583	0.059781	0.031048
UBA5	0.012471376368423973	ENSG00000081307.8	EUR	0.025184	0.02098	0.1298	0.02504	0.021045
UBA52	0.06154793708868939	ENSG00000221983.2	EUR	0.050302	0.021704	0.007414	0.049706	0.021988
UBA7	0.030925246428203785	ENSG00000182179.6	EUR	0.020495	0.01287	0.01506	0.02092	0.013316
UBAC1	3.5826640841826937e-6	ENSG00000130560.4	EUR	0.022403	0.024265	0.228	0.021215	0.023072
UBAP1	0.009314252304494973	ENSG00000165006.8	EUR	0.028192	0.020935	0.1018	0.027372	0.020585
UBAP2	0.005889961640642429	ENSG00000137073.14	EUR	0.044599	0.021609	0.01139	0.044173	0.021949
UBAP2L	4.54905287508738e-4	ENSG00000143569.13	EUR	3.74e-4	0.009313	0.4875	3.77e-4	0.0094
UBC	0.002178902546330046	ENSG00000150991.9	EUR	0.004129	0.02877	0.4582	0.004015	0.027975
UBE2D1	0.0035402391085443386	ENSG00000072401.9	EUR	0.002805	0.01426	0.441	0.002775	0.014114
UBE2D4	0.0014286056410649744	ENSG00000078967.6	EUR	-0.018511	0.002378	0.06744	-0.018437	0.002631
UBE2G1	0.07321438504250928	ENSG00000132388.8	EUR	0.100335	0.04221	8.35e-5	0.098881	0.043684
UBE2G2	0.0036347466539917122	ENSG00000184787.14	EUR	0.017856	0.022155	0.2496	0.018005	0.022415
UBE2H	0.002098487046592151	ENSG00000186591.7	EUR	-0.012704	0.015011	0.2977	-0.012776	0.015143
UBE2L3	0.011210292695532467	ENSG00000185651.10	EUR	0.01533	0.013074	0.1371	0.015585	0.013349
UBE2M	0.012652074891959837	ENSG00000130725.2	EUR	0.089718	0.033856	1.849e-4	0.08724	0.035015
UBE2O	0.022724883843867397	ENSG00000175931.7	EUR	0.016375	0.019846	0.2531	0.015573	0.018931
UBE2R2	0.0338004190510613	ENSG00000107341.4	EUR	0.031083	0.02404	0.1167	0.030786	0.024127
UBE2T	0.0015125589943340058	NA	NA	NA	NA	NA	NA	NA
UBE2Z	0.07354309098591567	ENSG00000159202.11	EUR	0.063415	0.022456	1.318e-4	0.063528	0.023334
UBE3B	0.009262092879254362	ENSG00000151148.8	EUR	-0.017408	0.002381	0.1113	-0.016702	0.002499
UBE3C	0.0017507302652668222	ENSG00000009335.13	EUR	0.025749	0.021402	0.1409	0.026564	0.022229
UBE4A	0.06967216135665756	ENSG00000110344.5	EUR	0.038044	0.028989	0.1012	0.037196	0.028715
UBL3	0.0014661031473999532	ENSG00000122042.9	EUR	-4e-4	0.018308	0.4936	-3.54e-4	0.016206
UBQLN4	9.48678528319627e-4	ENSG00000160803.6	EUR	-0.022527	5.4e-5	0.002644	-0.02206	0.00118
UBR4	0.0037947067502885766	ENSG00000127481.9	EUR	0.028252	0.029658	0.2147	0.02874	0.030392
UBR5	0.03569741446712623	ENSG00000104517.7	EUR	0.029658	0.023666	0.1423	0.029772	0.023944
UBXN11	0.0019752598060038427	NA	NA	NA	NA	NA	NA	NA
UBXN4	0.006908037296796623	ENSG00000144224.11	EUR	-0.010503	1.22e-4	0.04472	-0.010626	5.86e-4
UBXN6	0.12838399632785125	ENSG00000167671.6	EUR	0.248433	0.044557	7.263e-13	0.241354	0.051988
UBXN8	0.0031419622075217306	ENSG00000104691.10	EUR	-0.015429	0.007744	0.1563	-0.015852	0.008056
UCHL3	0.0028854966281884587	ENSG00000118939.10	EUR	0.04521	0.024898	0.04354	0.043297	0.024279
UCHL5	0.009922932130461937	ENSG00000116750.7	EUR	0.035932	0.022558	0.06418	0.035799	0.02285
UCK2	7.292409579668929e-4	ENSG00000143179.7	EUR	0.013223	0.018636	0.2892	0.013002	0.018362
UCKL1	0.018827340094412944	ENSG00000198276.8	EUR	0.045315	0.028516	0.06827	0.045643	0.029189
UCP2	0.005601570980568132	ENSG00000175567.3	EUR	0.034899	0.022106	0.02848	0.034694	0.022371
UEVLD	0.002902006127740157	ENSG00000151116.10	EUR	0.004928	0.016718	0.4124	0.004958	0.016827
UFM1	4.53645561409128e-4	ENSG00000120686.7	EUR	-0.001904	0.016615	0.4678	-0.001895	0.01654
UFSP2	0.0014794043566561785	ENSG00000109775.6	EUR	-0.028542	0.011246	0.1031	-0.028312	0.011339
UGGT1	0.0016068533700110568	ENSG00000136731.8	EUR	0.03076	0.024918	0.1285	0.029272	0.023937
UGGT2	0.04788964740452548	ENSG00000102595.12	EUR	0.101497	0.035344	9.376e-6	0.101941	0.037926
UGT2B15	0.028917284839567077	ENSG00000196620.4	EUR	0.747037	0.044773	0	1.514571	0.327159
UGT2B17	0.3195359052844095	ENSG00000197888.2	EUR	0.710331	0.049627	0	1.314528	0.291355
UGT3A2	0.09035016238177537	ENSG00000168671.5	EUR	0.13409	0.041149	1.861e-5	0.131397	0.043987
UGT8	5.695039798898793e-4	ENSG00000174607.6	EUR	-0.005723	0.010821	0.3679	-0.004805	0.009096
UHRF1BP1	0.18405552390000132	ENSG00000065060.12	EUR	0.122119	0.034614	1.256e-13	0.112699	0.035348
UHRF1BP1L	0.008158531548578414	ENSG00000111647.8	EUR	0.002452	0.008839	0.4158	0.002255	0.008131
UHRF2	0.0018064991759503056	ENSG00000147854.11	EUR	-0.030282	7e-6	0.006152	-0.029972	0.001597
UIMC1	0.002919647967203468	ENSG00000087206.11	EUR	0.016945000000000002	0.021183	0.2488	0.016253	0.020395
ULK2	2.9980886150876384e-4	ENSG00000083290.13	EUR	-0.004663	0.009809	0.3784	-0.004631	0.009753
ULK3	0.0598787496881791	ENSG00000140474.7	EUR	0.065103	0.027189	4.731e-5	0.064144	0.028047
ULK4	0.4124563626482632	ENSG00000168038.6	EUR	0.313894	0.042178	0	0.249888	0.044782
UNC13B	0.10470570865689877	ENSG00000198722.7	EUR	0.203624	0.065817	9.317e-6	0.215067	0.081405
UNC13D	0.00535219940731665	ENSG00000092929.5	EUR	-0.016679	0.007617	0.1723	-0.016584	0.007676
UNC50	6.104451587007695e-4	ENSG00000115446.7	EUR	-0.011236	0.001829	0.08967	-0.010947	0.001902
UNC93B1	0.005673553093587682	ENSG00000110057.3	EUR	0.020179	0.023978	0.2545	0.019747	0.023609
UPF2	0.010817291707859382	ENSG00000151461.13	EUR	0.030734	0.027235	0.1703	0.030956	0.027627
UPF3A	0.08295058932247334	ENSG00000169062.8	EUR	0.163826	0.053807	2.065e-6	0.170258	0.06412
UPP1	0.002515566025546307	ENSG00000183696.9	EUR	0.001024	0.018548	0.4839	9.82e-4	0.017791
UQCR10	0.026802282350918548	ENSG00000184076.9	EUR	0.025333	0.015165	0.02488	0.025151	0.015246
UQCRC2	0.021430709784023803	ENSG00000140740.6	EUR	0.024755	0.017476	0.06052	0.025005	0.017862
UQCRFS1	0.0016291118496951716	ENSG00000169021.3	EUR	-0.025838	0.003423	0.04024	-0.025898	0.003777
URM1	0.005607954118610169	ENSG00000167118.6	EUR	0.001323	0.012189	0.4677	0.001296	0.011941
UROD	0.004476623516569629	ENSG00000126088.7	EUR	-0.00417	0.007961	0.3756	-0.004131	0.007894
UROS	0.25854722844719175	ENSG00000188690.7	EUR	0.243958	0.045049	0	0.217203	0.04877
USE1	4.0844866319184776e-5	ENSG00000053501.7	EUR	0.063975	0.029709	0.01789	0.063501	0.030193
USF1	0.007314002885666774	ENSG00000158773.10	EUR	-0.013733	0.008551	0.2202	-0.013694	0.008584
USF2	1.4025513801307477e-6	ENSG00000105698.9	EUR	0.035146	0.031485	0.1799	0.035041	0.031653
USMG5	0.03977132274593342	ENSG00000173915.8	EUR	0.044634	0.01818	0.001065	0.042208	0.017668
USP10	3.6897992921617516e-4	ENSG00000103194.10	EUR	0.05326	0.035207	0.1085	0.053128	0.035494
USP13	0.002619763129638443	ENSG00000058056.4	EUR	-0.015622	0.009428	0.19	-0.015992	0.009735
USP14	0.0027775956006148984	ENSG00000101557.8	EUR	-0.032386	4.89e-4	0.02045	-0.03219	0.001812
USP24	0.0037633114039328916	ENSG00000162402.7	EUR	0.012951	0.018987	0.2939	0.012604	0.018511
USP28	0.005530235189459896	ENSG00000048028.7	EUR	-0.023252	0.008875	0.1058	-0.022517	0.00875
USP36	0.07678706205503989	ENSG00000055483.10	EUR	0.117453	0.032301	7.321e-6	0.113338	0.032925
USP39	0.00954311732909505	ENSG00000168883.14	EUR	-0.016468	0.009029	0.1984	-0.016244	0.008993
USP4	7.420272384748688e-4	ENSG00000114316.8	EUR	-0.002184	0.00327	0.3574	-0.002212	0.003317
USP45	0.001068554751078365	ENSG00000123552.12	EUR	0.02461	0.019023	0.1236	0.025025	0.019502
USP48	0.07577661668930513	ENSG00000090686.11	EUR	0.061162	0.028073	0.01823	0.058705	0.027593
USP49	9.202443637799564e-6	ENSG00000164663.8	EUR	-0.044936	1.47e-4	0.008036	-0.04606	0.002468
USP53	0.03654878734771574	ENSG00000145390.6	EUR	0.044259	0.023954	0.01431	0.044644	0.024743
USP54	0.00307203369326041	ENSG00000166348.12	EUR	0.001003	0.007287	0.4571	9.38e-4	0.006819
USP8	0.008591142216034131	ENSG00000138592.8	EUR	0.032399	0.022048	0.07291	0.032729	0.022579
UST	0.10330869576527271	ENSG00000111962.7	EUR	0.169491	0.046428	1.335e-4	0.16434000000000001	0.049312
UTP11L	4.585316371074342e-4	ENSG00000183520.7	EUR	0.01298	0.016475	0.2545	0.013108	0.016678
UTP15	0.019610448250254278	ENSG00000164338.5	EUR	0.109714	0.031343	2.762e-6	0.104722	0.03196
UTP18	1.9563383215553848e-4	ENSG00000011260.7	EUR	-0.0096	0.00926	0.2792	-0.009674	0.00936
UTP23	0.0037821721181047377	ENSG00000147679.7	EUR	-0.022486	0.007727	0.09766	-0.022098	0.007757
UTP6	0.009259521182008035	ENSG00000108651.3	EUR	0.137061	0.044315	2.096e-4	0.139118	0.049169
UTRN	0.003780115178746824	ENSG00000152818.12	EUR	0.00524	0.014879	0.3936	0.005215	0.014817
UTS2	0.15335870884947284	ENSG00000049247.8	EUR	0.263694	0.049231	2.292e-9	0.266089	0.061117
VAMP1	0.07294653968890599	ENSG00000139190.11	EUR	0.118854	0.033055	1.637e-6	0.114595	0.034137
VAMP2	0.005701375934209901	ENSG00000220205.3	EUR	0.021026	0.018853	0.1571	0.021319	0.019217
VAMP3	0.0024844253350630695	ENSG00000049245.8	EUR	0.016098	0.017625	0.2258	0.015893	0.017454
VAMP4	0.0012788459672255063	ENSG00000117533.10	EUR	-0.020004	9.42e-4	0.03592	-0.020449	0.001496
VAMP5	0.17245471382348407	ENSG00000168899.4	EUR	0.165265	0.035858	4.411e-8	0.162611	0.039765
VAMP8	0.024680538466507147	ENSG00000118640.6	EUR	0.067388	0.024638	0.001807	0.064745	0.024498
VAPA	0.0026019284236996334	ENSG00000101558.8	EUR	0.063372	0.034442	0.05534	0.060804	0.033615
VAPB	0.05323017410614226	ENSG00000124164.11	EUR	0.131832	0.033459	9.821e-6	0.126388	0.034462
VASH2	0.0036026549218039685	ENSG00000143494.11	EUR	-0.013023	0.012044	0.2827	-0.013126	0.012199
VAV2	0.1287255401618984	ENSG00000160293.11	EUR	0.211652	0.050409	2.04e-5	0.214645	0.057815
VCL	0.0210754108895085	ENSG00000035403.10	EUR	-3.52e-4	0.007375	0.4856	-3.45e-4	0.007239
VEGFA	0.006798849303125694	ENSG00000112715.16	EUR	-0.038876	2.31e-4	0.007003	-0.039046	0.002107
VEGFB	0.0016761623569883297	ENSG00000173511.5	EUR	0.050608	0.025728	0.006411	0.047122	0.02467
VEZT	0.01101666457046975	ENSG00000028203.12	EUR	0.017288	0.022077	0.2666	0.017377	0.022263
VLDLR	0.13972466522457846	ENSG00000147852.9	EUR	0.251719	0.049159	4.224e-8	0.258879	0.059805
VNN2	0.060268796719985265	ENSG00000112303.9	EUR	0.097355	0.046603	0.02779	0.097852	0.049267
VOPP1	0.0032753496866187184	ENSG00000154978.8	EUR	0.008919	0.016546	0.3393	0.008975	0.016669
VPREB3	0.06791578076150682	ENSG00000128218.7	EUR	0.102953	0.037794	0.001526	0.097288	0.037733
VPS11	0.06874545329580081	ENSG00000160695.8	EUR	0.099529	0.033933	7.581e-5	0.098588	0.035935
VPS13C	0.021903288350111797	ENSG00000129003.11	EUR	0.069418	0.032676	0.008668	0.0682	0.033062
VPS28	0.15943394338440298	ENSG00000160948.8	EUR	0.335647	0.061373	2.777e-12	0.381493	0.098925
VPS29	0.014702713065989217	ENSG00000111237.12	EUR	0.015541	0.013362	0.1058	0.015548	0.013462
VPS33B	0.015735918702089183	ENSG00000184056.8	EUR	0.003554	0.020759	0.45	0.003581	0.020923
VPS35	4.194874737955945e-4	ENSG00000069329.10	EUR	-0.00547	0.00243	0.197	-0.005442	0.002449
VPS36	0.00652759384075048	ENSG00000136100.7	EUR	0.019666	0.022024	0.1703	0.019425	0.021922
VPS37A	0.002113310496994921	ENSG00000155975.5	EUR	-0.020734	0.017994	0.2514	-0.020289	0.01771
VPS41	0.011069706769434083	ENSG00000006715.11	EUR	0.026404	0.020554	0.1297	0.025261	0.019804
VPS8	0.0010312603877400885	ENSG00000156931.10	EUR	-0.004225	0.015104	0.4265	-0.00428	0.015305
